state,zcta5,placefp,stab,placenm,zipname,pop10,afact
State code,ZIP census tabulation area,Place code,State abbreviation,Place name,ZCTA name,Total population (2010),zcta5 to placefp allocation factor
36,10467,51000,NY,"New York city, NY","New York, NY",97060,1
36,10468,51000,NY,"New York city, NY","New York, NY",76103,1
36,10469,51000,NY,"New York city, NY","New York, NY",66631,1
36,10470,51000,NY,"New York city, NY","New York, NY",15293,1
36,10471,51000,NY,"New York city, NY","New York, NY",22922,1
36,10472,51000,NY,"New York city, NY","New York, NY",66358,1
36,10473,51000,NY,"New York city, NY","New York, NY",58519,1
36,10474,51000,NY,"New York city, NY","New York, NY",12281,1
36,10475,51000,NY,"New York city, NY","New York, NY",40931,1
36,10601,81677,NY,"White Plains city, NY","White Plains, NY",11376,1
36,10603,81677,NY,"White Plains city, NY","White Plains, NY",6992,1
36,10604,81677,NY,"White Plains city, NY","Harrison, NY",3944,1
36,10605,81677,NY,"White Plains city, NY","White Plains, NY",18126,1
36,10606,81677,NY,"White Plains city, NY","White Plains, NY",16380,1
36,10607,81677,NY,"White Plains city, NY","White Plains, NY",35,1
36,10917,82750,NY,"Woodbury village, NY","Woodbury, NY",1968,1
36,10926,82750,NY,"Woodbury village, NY","Harriman, NY",12,1
36,10930,82750,NY,"Woodbury village, NY","Woodbury, NY",8493,1
36,10940,47042,NY,"Middletown city, NY","Middletown, NY",28086,1
36,10950,82750,NY,"Woodbury village, NY","Kiryas Joel, NY",213,1
36,11001,51000,NY,"New York city, NY","Floral Park, NY",4222,1
36,11003,51000,NY,"New York city, NY","Elmont, NY",156,1
36,11004,51000,NY,"New York city, NY","New York, NY",14016,1
36,11005,51000,NY,"New York city, NY","New York, NY",1806,1
36,11040,51000,NY,"New York city, NY","North New Hyde Park, NY",2175,1
36,11101,51000,NY,"New York city, NY","New York, NY",25484,1
36,11102,51000,NY,"New York city, NY","New York, NY",34133,1
36,11103,51000,NY,"New York city, NY","New York, NY",38780,1
36,11104,51000,NY,"New York city, NY","New York, NY",27232,1
36,11105,51000,NY,"New York city, NY","New York, NY",36688,1
36,11106,51000,NY,"New York city, NY","New York, NY",38875,1
36,11109,51000,NY,"New York city, NY","New York, NY",3523,1
36,11201,51000,NY,"New York city, NY","New York, NY",51128,1
36,11203,51000,NY,"New York city, NY","New York, NY",76174,1
36,11204,51000,NY,"New York city, NY","New York, NY",78134,1
36,11205,51000,NY,"New York city, NY","New York, NY",40366,1
36,11206,51000,NY,"New York city, NY","New York, NY",81677,1
36,11207,51000,NY,"New York city, NY","New York, NY",93386,1
36,11208,51000,NY,"New York city, NY","New York, NY",94469,1
36,11209,51000,NY,"New York city, NY","New York, NY",68853,1
36,11210,51000,NY,"New York city, NY","New York, NY",62008,1
36,11211,51000,NY,"New York city, NY","New York, NY",90117,1
36,11212,51000,NY,"New York city, NY","New York, NY",84500,1
36,11213,51000,NY,"New York city, NY","New York, NY",63767,1
36,11214,51000,NY,"New York city, NY","New York, NY",88630,1
36,11215,51000,NY,"New York city, NY","New York, NY",63488,1
36,11216,51000,NY,"New York city, NY","New York, NY",54316,1
36,11217,51000,NY,"New York city, NY","New York, NY",35881,1
36,11218,51000,NY,"New York city, NY","New York, NY",75220,1
36,11219,51000,NY,"New York city, NY","New York, NY",92221,1
36,11220,51000,NY,"New York city, NY","New York, NY",99598,1
36,11221,51000,NY,"New York city, NY","New York, NY",78895,1
36,11222,51000,NY,"New York city, NY","New York, NY",36934,1
36,11223,51000,NY,"New York city, NY","New York, NY",78731,1
36,11224,51000,NY,"New York city, NY","New York, NY",47621,1
36,11225,51000,NY,"New York city, NY","New York, NY",56829,1
36,11226,51000,NY,"New York city, NY","New York, NY",101572,1
36,11228,51000,NY,"New York city, NY","New York, NY",41788,1
36,11229,51000,NY,"New York city, NY","New York, NY",80018,1
36,11230,51000,NY,"New York city, NY","New York, NY",86408,1
36,11231,51000,NY,"New York city, NY","New York, NY",33336,1
36,11232,51000,NY,"New York city, NY","New York, NY",28265,1
36,11233,51000,NY,"New York city, NY","New York, NY",67053,1
36,11234,51000,NY,"New York city, NY","New York, NY",87757,1
36,11235,51000,NY,"New York city, NY","New York, NY",79132,1
36,11236,51000,NY,"New York city, NY","New York, NY",93877,1
36,11237,51000,NY,"New York city, NY","New York, NY",49896,1
36,11238,51000,NY,"New York city, NY","New York, NY",49262,1
36,11239,51000,NY,"New York city, NY","New York, NY",13393,1
36,11354,51000,NY,"New York city, NY","New York, NY",54878,1
36,11355,51000,NY,"New York city, NY","New York, NY",85871,1
36,11356,51000,NY,"New York city, NY","New York, NY",23438,1
36,11357,51000,NY,"New York city, NY","New York, NY",39150,1
36,11358,51000,NY,"New York city, NY","New York, NY",37546,1
36,11360,51000,NY,"New York city, NY","New York, NY",18884,1
36,11361,51000,NY,"New York city, NY","New York, NY",28606,1
36,11362,51000,NY,"New York city, NY","New York, NY",17823,1
36,11363,51000,NY,"New York city, NY","New York, NY",6988,1
36,11364,51000,NY,"New York city, NY","New York, NY",34555,1
36,11365,51000,NY,"New York city, NY","New York, NY",42252,1
36,11366,51000,NY,"New York city, NY","New York, NY",13532,1
36,11367,51000,NY,"New York city, NY","New York, NY",41047,1
36,11368,51000,NY,"New York city, NY","New York, NY",109931,1
36,11369,51000,NY,"New York city, NY","New York, NY",38615,1
36,11370,51000,NY,"New York city, NY","New York, NY",39688,1
36,11372,51000,NY,"New York city, NY","New York, NY",66636,1
36,11373,51000,NY,"New York city, NY","New York, NY",100820,1
36,11374,51000,NY,"New York city, NY","New York, NY",43600,1
36,11375,51000,NY,"New York city, NY","New York, NY",68733,1
36,11377,51000,NY,"New York city, NY","New York, NY",89830,1
36,11378,51000,NY,"New York city, NY","New York, NY",34981,1
36,11379,51000,NY,"New York city, NY","New York, NY",34821,1
36,11385,51000,NY,"New York city, NY","New York, NY",98592,1
36,11411,51000,NY,"New York city, NY","New York, NY",18556,1
36,11412,51000,NY,"New York city, NY","New York, NY",34882,1
36,11413,51000,NY,"New York city, NY","New York, NY",38912,1
36,11414,51000,NY,"New York city, NY","New York, NY",26148,1
36,11415,51000,NY,"New York city, NY","New York, NY",19341,1
36,11416,51000,NY,"New York city, NY","New York, NY",24861,1
36,11417,51000,NY,"New York city, NY","New York, NY",28967,1
36,11418,51000,NY,"New York city, NY","New York, NY",36256,1
36,11419,51000,NY,"New York city, NY","New York, NY",47211,1
36,11420,51000,NY,"New York city, NY","New York, NY",44354,1
36,11421,51000,NY,"New York city, NY","New York, NY",39127,1
36,11422,51000,NY,"New York city, NY","New York, NY",30425,1
36,11423,51000,NY,"New York city, NY","New York, NY",29987,1
36,11426,51000,NY,"New York city, NY","New York, NY",17590,1
36,11427,51000,NY,"New York city, NY","New York, NY",23593,1
36,11428,51000,NY,"New York city, NY","New York, NY",19168,1
36,11429,51000,NY,"New York city, NY","New York, NY",25105,1
36,11430,51000,NY,"New York city, NY","New York, NY",184,1
36,11432,51000,NY,"New York city, NY","New York, NY",60809,1
36,11433,51000,NY,"New York city, NY","New York, NY",32687,1
36,11434,51000,NY,"New York city, NY","New York, NY",59129,1
36,11435,51000,NY,"New York city, NY","New York, NY",53687,1
36,11436,51000,NY,"New York city, NY","New York, NY",17949,1
36,11691,51000,NY,"New York city, NY","New York, NY",60035,1
36,11692,51000,NY,"New York city, NY","New York, NY",18540,1
36,11693,51000,NY,"New York city, NY","New York, NY",11916,1
36,11694,51000,NY,"New York city, NY","New York, NY",20408,1
36,11697,51000,NY,"New York city, NY","New York, NY",4079,1
36,12180,75484,NY,"Troy city, NY","Troy, NY",39475,1
36,12182,75484,NY,"Troy city, NY","Troy, NY",10654,1
36,12202,1000,NY,"Albany city, NY","Albany, NY",9628,1
36,12203,1000,NY,"Albany city, NY","Albany, NY",19665,1
36,12204,1000,NY,"Albany city, NY","Menands, NY",2740,1
36,12205,1000,NY,"Albany city, NY","Albany, NY",727,1
36,12206,1000,NY,"Albany city, NY","Albany, NY",16395,1
36,12207,1000,NY,"Albany city, NY","Albany, NY",1948,1
36,12208,1000,NY,"Albany city, NY","Albany, NY",20702,1
36,12209,1000,NY,"Albany city, NY","Albany, NY",10121,1
36,12210,1000,NY,"Albany city, NY","Albany, NY",10158,1
36,12211,1000,NY,"Albany city, NY","Albany, NY",878,1
36,12222,1000,NY,"Albany city, NY","Albany, NY",4894,1
36,12303,65508,NY,"Schenectady city, NY","Schenectady, NY",9711,1
36,12304,65508,NY,"Schenectady city, NY","Schenectady, NY",16578,1
36,12305,65508,NY,"Schenectady city, NY","Schenectady, NY",5716,1
36,12306,65508,NY,"Schenectady city, NY","Rotterdam, NY",6413,1
36,12307,65508,NY,"Schenectady city, NY","Schenectady, NY",7692,1
36,12308,65508,NY,"Schenectady city, NY","Schenectady, NY",15320,1
36,12309,65508,NY,"Schenectady city, NY","Schenectady, NY",4705,1
36,12401,39727,NY,"Kingston city, NY","Kingston, NY",23893,1
36,12550,50034,NY,"Newburgh city, NY","Newburgh, NY",28866,1
36,12601,59641,NY,"Poughkeepsie city, NY","Poughkeepsie, NY",26099,1
36,12603,59641,NY,"Poughkeepsie city, NY","Poughkeepsie, NY",6637,1
36,12801,29333,NY,"Glens Falls city, NY","Glens Falls, NY",14700,1
36,13120,73000,NY,"Syracuse city, NY","Nedrow, NY",36,1
36,13202,73000,NY,"Syracuse city, NY","Syracuse, NY",5438,1
36,13203,73000,NY,"Syracuse city, NY","Syracuse, NY",16029,1
36,13204,73000,NY,"Syracuse city, NY","Syracuse, NY",19931,1
36,13205,73000,NY,"Syracuse city, NY","Syracuse, NY",18143,1
36,13206,73000,NY,"Syracuse city, NY","Syracuse, NY",14302,1
36,13207,73000,NY,"Syracuse city, NY","Syracuse, NY",13851,1
36,13208,73000,NY,"Syracuse city, NY","Syracuse, NY",20136,1
36,13210,73000,NY,"Syracuse city, NY","Syracuse, NY",27486,1
36,13214,73000,NY,"Syracuse city, NY","Syracuse, NY",1991,1
36,13215,73000,NY,"Syracuse city, NY","Syracuse, NY",482,1
36,13219,73000,NY,"Syracuse city, NY","Fairmount, NY",151,1
36,13224,73000,NY,"Syracuse city, NY","Syracuse, NY",7194,1
36,13308,63418,NY,"Rome city, NY","Blossvale, NY",689,1
36,13413,76540,NY,"Utica city, NY","New Hartford, NY",20,1
36,13440,63418,NY,"Rome city, NY","Rome, NY",32878,1
36,13441,63418,NY,"Rome city, NY","Rome, NY",51,1
36,13471,63418,NY,"Rome city, NY","Taberg, NY",7,1
36,13478,63418,NY,"Rome city, NY","Verona, NY",100,1
36,13501,76540,NY,"Utica city, NY","Utica, NY",37209,1
36,13502,76540,NY,"Utica city, NY","Utica, NY",25006,1
36,13601,78608,NY,"Watertown city, NY","Watertown, NY",27023,1
36,13602,26759,NY,"Fort Drum CDP, NY","Fort Drum, NY",3203,1
36,13603,26759,NY,"Fort Drum CDP, NY","Fort Drum, NY",9727,1
36,13612,26759,NY,"Fort Drum CDP, NY","Black River, NY",2,1
36,13616,26759,NY,"Fort Drum CDP, NY","Calcium, NY",23,1
36,13901,6607,NY,"Binghamton city, NY","Binghamton, NY",7187,1
36,13903,6607,NY,"Binghamton city, NY","Binghamton, NY",12318,1
36,13904,6607,NY,"Binghamton city, NY","Binghamton, NY",5980,1
36,13905,6607,NY,"Binghamton city, NY","Binghamton, NY",21891,1
36,14043,15000,NY,"Cheektowaga CDP, NY","Depew, NY",6631,1
36,14201,11000,NY,"Buffalo city, NY","Buffalo, NY",11549,1
36,14202,11000,NY,"Buffalo city, NY","Buffalo, NY",3911,1
36,14203,11000,NY,"Buffalo city, NY","Buffalo, NY",1618,1
36,14204,11000,NY,"Buffalo city, NY","Buffalo, NY",8691,1
36,14206,11000,NY,"Buffalo city, NY","Buffalo, NY",15260,0.771
36,14206,15000,NY,"Cheektowaga CDP, NY","Buffalo, NY",4531,0.229
36,14207,11000,NY,"Buffalo city, NY","Buffalo, NY",22666,1
36,14208,11000,NY,"Buffalo city, NY","Buffalo, NY",11125,1
36,14209,11000,NY,"Buffalo city, NY","Buffalo, NY",7926,1
36,14210,11000,NY,"Buffalo city, NY","Buffalo, NY",13043,1
36,14211,11000,NY,"Buffalo city, NY","Buffalo, NY",19681,0.87
36,14211,15000,NY,"Cheektowaga CDP, NY","Buffalo, NY",2930,0.13
36,14212,11000,NY,"Buffalo city, NY","Buffalo, NY",7388,1
36,14213,11000,NY,"Buffalo city, NY","Buffalo, NY",24465,1
36,14214,11000,NY,"Buffalo city, NY","Buffalo, NY",19775,1
36,14215,11000,NY,"Buffalo city, NY","Buffalo, NY",35087,0.877
36,14215,15000,NY,"Cheektowaga CDP, NY","Buffalo, NY",4912,0.123
36,14216,11000,NY,"Buffalo city, NY","Buffalo, NY",22431,1
36,14218,11000,NY,"Buffalo city, NY","Lackawanna, NY",38,1
36,14220,11000,NY,"Buffalo city, NY","Buffalo, NY",22482,1
36,14222,11000,NY,"Buffalo city, NY","Buffalo, NY",14046,1
36,14223,11000,NY,"Buffalo city, NY","Tonawanda, NY",10,1
36,14225,11000,NY,"Buffalo city, NY","Cheektowaga, NY",118,0.004
36,14225,15000,NY,"Cheektowaga CDP, NY","Cheektowaga, NY",32735,0.996
36,14226,15000,NY,"Cheektowaga CDP, NY","Eggertsville, NY",13,1
36,14227,15000,NY,"Cheektowaga CDP, NY","Cheektowaga, NY",23426,1
36,14604,63000,NY,"Rochester city, NY","Rochester, NY",1743,1
36,14605,63000,NY,"Rochester city, NY","Rochester, NY",12610,1
36,14606,63000,NY,"Rochester city, NY","Rochester, NY",11533,1
36,14607,63000,NY,"Rochester city, NY","Rochester, NY",16223,1
36,14608,63000,NY,"Rochester city, NY","Rochester, NY",12268,1
36,14609,63000,NY,"Rochester city, NY","Rochester, NY",28206,1
36,14610,63000,NY,"Rochester city, NY","Rochester, NY",8038,1
36,14611,63000,NY,"Rochester city, NY","Rochester, NY",17396,1
36,14612,63000,NY,"Rochester city, NY","Rochester, NY",8112,1
36,14613,63000,NY,"Rochester city, NY","Rochester, NY",14730,1
36,14614,63000,NY,"Rochester city, NY","Rochester, NY",1224,1
36,14615,63000,NY,"Rochester city, NY","Rochester, NY",8697,1
36,14616,63000,NY,"Rochester city, NY","Rochester, NY",863,1
36,14617,63000,NY,"Rochester city, NY","Irondequoit, NY",5,1
36,14618,63000,NY,"Rochester city, NY","Brighton, NY",148,1
36,14619,63000,NY,"Rochester city, NY","Rochester, NY",14749,1
36,14620,63000,NY,"Rochester city, NY","Rochester, NY",20534,1
36,14621,63000,NY,"Rochester city, NY","Rochester, NY",31132,1
36,14622,63000,NY,"Rochester city, NY","Irondequoit, NY",24,1
36,14624,63000,NY,"Rochester city, NY","Rochester, NY",10,1
36,14627,63000,NY,"Rochester city, NY","Rochester, NY",2320,1
36,14850,38077,NY,"Ithaca city, NY","Ithaca, NY",27259,1
36,14853,38077,NY,"Ithaca city, NY","Ithaca, NY",2755,1
36,14901,24229,NY,"Elmira city, NY","Elmira, NY",15135,1
36,14903,24229,NY,"Elmira city, NY","Elmira Heights, NY",2,1
36,14904,24229,NY,"Elmira city, NY","Elmira, NY",10193,1
36,14905,24229,NY,"Elmira city, NY","West Elmira, NY",3870,1
36,99999,51000,NY,"New York city, NY",99999,25,1
37,27023,75000,NC,"Winston-Salem city, NC","Lewisville, NC",233,1
37,27040,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",4002,1
37,27045,75000,NC,"Winston-Salem city, NC","Rural Hall, NC",588,1
37,27101,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",17183,1
37,27103,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",29491,1
37,27104,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",28479,1
37,27105,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",36545,1
37,27106,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",42464,1
37,27107,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",32305,1
37,27109,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",2539,1
37,27110,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",2127,1
37,27127,75000,NC,"Winston-Salem city, NC","Winston-Salem, NC",27260,1
37,27214,28000,NC,"Greensboro city, NC","Browns Summit, NC",2980,1
37,27215,9060,NC,"Burlington city, NC","Burlington, NC",30236,1
37,27217,9060,NC,"Burlington city, NC","Burlington, NC",18461,1
37,27235,28000,NC,"Greensboro city, NC","Colfax, NC",271,0.212
37,27235,31400,NC,"High Point city, NC","Colfax, NC",1008,0.788
37,27244,9060,NC,"Burlington city, NC","Elon, NC",99,1
37,27253,9060,NC,"Burlington city, NC","Graham, NC",784,1
37,27260,31400,NC,"High Point city, NC","High Point, NC",23656,1
37,27262,31400,NC,"High Point city, NC","High Point, NC",22961,1
37,27263,31400,NC,"High Point city, NC","Archdale, NC",4749,1
37,27265,31400,NC,"High Point city, NC","High Point, NC",41739,1
37,27282,28000,NC,"Greensboro city, NC","High Point, NC",1086,0.117
37,27282,31400,NC,"High Point city, NC","High Point, NC",8164,0.883
37,27284,31400,NC,"High Point city, NC","Kernersville, NC",2,0
37,27284,75000,NC,"Winston-Salem city, NC","Kernersville, NC",6401,1
37,27301,28000,NC,"Greensboro city, NC","Mc Leansville, NC",3026,1
37,27358,28000,NC,"Greensboro city, NC","Summerfield, NC",549,1
37,27360,31400,NC,"High Point city, NC","Thomasville, NC",252,1
37,27377,9060,NC,"Burlington city, NC","Whitsett, NC",383,1
37,27401,28000,NC,"Greensboro city, NC","Greensboro, NC",21932,1
37,27403,28000,NC,"Greensboro city, NC","Greensboro, NC",21958,1
37,27405,28000,NC,"Greensboro city, NC","Greensboro, NC",38260,1
37,27406,28000,NC,"Greensboro city, NC","Greensboro, NC",37169,1
37,27407,28000,NC,"Greensboro city, NC","Greensboro, NC",39207,1
37,27408,28000,NC,"Greensboro city, NC","Greensboro, NC",17296,1
37,27409,28000,NC,"Greensboro city, NC","Greensboro, NC",11785,0.866
37,27409,31400,NC,"High Point city, NC","Greensboro, NC",1831,0.134
37,27410,28000,NC,"Greensboro city, NC","Greensboro, NC",51393,1
37,27410,31400,NC,"High Point city, NC","Greensboro, NC",9,0
37,27455,28000,NC,"Greensboro city, NC","Greensboro, NC",22754,1
37,27511,10740,NC,"Cary town, NC","Cary, NC",32025,1
